experiment,step,epoch,token_avg_loss,loss,eval_loss,grad_norm,learning_rate,total_tokens,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
sft_lora_esm3_qwen3_8b_it_0225_203237,1000,1.6423889293517844,2.2915,,1.992855191230774,,,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1010,1.6569555717407138,1.8067,6.7114,,1.283886194229126,0.00011142952542291975,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1020,1.671522214129643,2.0405,7.2719,,1.190016508102417,0.00010983658921947095,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1030,1.6860888565185723,1.9538,6.8373,,1.1286513805389404,0.00010824112849027161,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1040,1.7006554989075018,1.8293,6.8091,,1.1361569166183472,0.00010664355270466169,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1050,1.7152221412964312,1.9159,7.0737,,1.4578757286071777,0.00010504427187480286,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1060,1.7297887836853605,1.8646,6.8196,,1.185805082321167,0.0001034436964504503,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1070,1.7443554260742897,2.0001,7.1244,,1.0600202083587646,0.0001018422372136123,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1080,1.7589220684632192,1.8748,6.9019,,1.2401401996612549,0.00010024030517312453,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1090,1.7734887108521487,1.829,6.8676,,1.3304574489593506,9.863831145916601e-05,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1100,1.788055353241078,1.9501,7.0962,,1.3063522577285767,9.703666721774402e-05,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1110,1.8026219956300071,1.9753,7.0424,,1.0759121179580688,9.543578350517503e-05,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1120,2.002913328477786,1.9669,7.3667,,0.9659914374351501,9.383607118258833e-05,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1130,2.0174799708667153,1.8565,6.841,,1.2305833101272583,9.223794081048032e-05,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1140,2.0320466132556447,2.053,7.1327,,1.8746066093444824,9.064180254334524e-05,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1150,2.0466132556445737,1.8437,6.8484,,1.28221595287323,8.904806602441076e-05,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1160,2.061179898033503,1.9361,6.9933,,1.2010554075241089,8.745714028050427e-05,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1170,2.0757465404224327,1.9581,7.1248,,1.1332448720932007,8.586943361707789e-05,,,,,,,,,
